Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Left Load Cell (mV),Right Load Cell (mV),Thrust Load Cell (mV),Vibration (g),Burst Current Cutoff (A),Pin State ESC,Pin State Servo1,Pin State Servo2,Pin State Servo3,Debug 0,Debug 1,Debug 2,Debug 3,Debug 3,App message,
0,1000,,,,-0.021484375,0.0859375,-0.9921875,0.0028681466455930124,-0.003044075104288494,15.678049193900282,0,0,0,0.40624313473452817,0,0,0,0,0.08184067630606173,0.013713527422904713,0.10670128392712037,0.064453125,0.026571722340677294,0,1,1,1,0,0,0,0,0,,
0.33152000000048426,1000,,,,-0.013671875,0.080078125,-0.9921875,0.0028486960727592517,-0.0031927253767549935,15.678416754823226,0,0,0,0.37139352180105945,0,0,0,0,0.0820130685951414,0.013978415298676316,0.1065368259275316,0.068359375,0.02516702562346116,0,1,1,1,0,0,0,0,0,,
0.44629500000039113,1000,,,,-0.001953125,0.068359375,-0.9921875,0.0028419051933890054,-0.0032262817289190303,15.679839342649155,0,0,0,0.3392914190763719,0,0,0,0,0.08203630612075245,0.014040135037376847,0.10649970113482973,0.06640625,0.02190520274553885,0,1,1,1,0,0,0,0,0,,
0.5568500000000931,1000,,,,0,0.064453125,-0.9921875,0.0027387925300749326,-0.0033227692887146353,15.679414531423907,0,0,0,0.34815125466610175,0,0,0,0,0.08180589618837214,0.014491725098009044,0.10639295292101288,0.064453125,0.020812895258132784,0,1,1,1,0,0,0,0,0,,
0.682015000000596,1000,,,,0,0.064453125,-0.9921875,0.0027387925300749326,-0.0035012654153451874,15.678421005824386,0,0,0,0.347663147176424,0,0,0,0,0.08180589618837214,0.014491725098009044,0.10619547520749828,0.064453125,0.019824064901229996,1,1,1,1,0,0,0,0,0,,
0.7867900000005029,1000,,,,0,0.06640625,-0.9921875,0.0027407282278908837,-0.003842442799486525,15.67906852257141,0,0,0,0.3104270252708431,0,0,0,0,0.08147155164647829,0.014201300324636797,0.10581801643012899,0.0625,0.019036281764013223,0,1,1,1,0,0,0,0,0,,
0.9035250000003725,1000,,,,0,0.06640625,-0.9921875,0.0027951097860670383,-0.003842442799486525,15.67965096898737,0,0,0,0.32776615030520867,0,0,0,0,0.08140927050880392,0.01381011671383021,0.10581801643012899,0.0625,0.01860264783130335,0,1,1,1,0,0,0,0,0,,
1.0087800000002607,1000,,,,0,0.064453125,-0.9921875,0.002746287408968696,-0.004618294090694183,15.680336384495988,0,0,0,0.3446710442001599,0,0,0,0,0.08121757711469982,0.013955174596192154,0.10495965977047915,0.0625,0.018108753600896414,0,1,1,1,0,0,0,0,0,,
1.133045000000391,1000,,,,0,0.064453125,-0.9921875,0.002746287408968696,-0.0047738493593083246,15.679945365085494,0,0,0,0.3890641868361918,0,0,0,0,0.08121757711469982,0.013955174596192154,0.10478756248550752,0.060546875,0.017432024744996843,0,1,1,1,0,0,0,0,0,,
1.2406800000006333,1000,,,,0,0.064453125,-0.9921875,0.0027371387168414084,-0.003880536414421156,15.679750317062012,0,0,0,0.34174378330849553,0,0,0,0,0.08108543984133668,0.013902255189690156,0.10577587187428455,0.060546875,0.01687818216640426,0,1,1,1,0,0,0,0,0,,
1.3600900000003167,1000,,,,0,0.064453125,-0.9921875,0.0026514397750274613,-0.003485947953864849,15.680055418173541,0,0,0,0.3226144235514473,0,0,0,0,0.08105920717334857,0.014415166215846513,0.10621242155432992,0.060546875,0.016190404124462873,0,1,1,1,0,0,0,0,0,,
1.475935000000056,1000,,,,0,0.064453125,-0.9921875,0.0025736849028631112,-0.003485947953864849,15.679512656618922,0,0,0,0.28832285499215815,0,0,0,0,0.08102918498021841,0.014875352467234693,0.10621242155432992,0.060546875,0.015405863638589057,0,1,1,1,0,0,0,0,0,,
2.0169000000003727,1000,,,,0,0.06640625,-0.9921875,0.0028905888628936558,-0.004099145112734954,15.681302921047166,0,0,0,0.25988959687325913,0,0,0,0,0.08215309058910338,0.013833579995780975,0.1055340159488237,0.05859375,0.01284494002012363,0,1,1,1,0,0,0,0,0,,
