Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Left Load Cell (mV),Right Load Cell (mV),Thrust Load Cell (mV),Vibration (g),Burst Current Cutoff (A),Pin State ESC,Pin State Servo1,Pin State Servo2,Pin State Servo3,Debug 0,Debug 1,Debug 2,Debug 3,Debug 3,App message,
1.945695000000298,1000,,,,0,0.06640625,-0.9921875,0.00027147002403351905,-0.0022780695483186958,15.92628485937379,0.047345237688301296,0,0,0.8668684926287862,0,0,0,0,0.07304352982878781,0.022592705000310825,0.10754874783901515,0.06640625,0.024356091326182668,0,1,1,1,0,0,0,0,0,,
2.0551099999998694,1000,,,,0,0.06640625,-0.9921875,0.0002487383758180724,-0.002363370609534275,15.928818843227496,0.018609295822661437,0,0,0.6396203225580982,0,0,0,0,0.07313844272939903,0.02281356373217496,0.1074543757153887,0.064453125,0.023127171570485383,0,1,1,1,0,0,0,0,0,,
2.171834999999963,1000,,,,0,0.06640625,-0.9921875,0.00008888897928245005,-0.002363370609534275,15.929131021789638,0,0,0,0.4687675492642356,0,0,0,0,0.07270698571581145,0.02345180914258201,0.1074543757153887,0.0625,0.022519739281204623,0,1,1,1,0,0,0,0,0,,
2.36525,1000,,,,0,0.064453125,-0.9921875,0.000021070853074561935,-0.0027264162755224535,15.929037263288873,0,0,0,0.40849156140795284,0,0,0,0,0.07242400008802713,0.02363939599101793,0.10705272314525131,0.0625,0.02069439352864778,0,1,1,1,0,0,0,0,0,,
2.671430000000168,1000,,,,0,0.06640625,-0.9921875,0.00020228215514532782,-0.002455629466472623,15.929644340106494,0,0,0,0.30922006467262697,0,0,0,0,0.07277032844164665,0.02279698437242157,0.10735230589200612,0.0625,0.01816055639147334,0,1,1,1,0,0,0,0,0,,
2.7849400000004096,1000,,,,0,0.064453125,-0.9921875,0.00026169604661909537,-0.002679493052872309,15.929913553789643,0,0,0,0.37102691813734023,0,0,0,0,0.07381229339905683,0.0232936992173532,0.10710463626456995,0.060546875,0.01721574880220284,0,1,1,1,0,0,0,0,0,,
2.8984900000002236,1000,,,,0,0.064453125,-0.9921875,0.0002753539807191536,-0.002679493052872309,15.927721682284968,0,0,0,0.36300813764615647,0,0,0,0,0.07350800949671592,0.022955155120740978,0.10710463626456995,0.060546875,0.016522768927518524,0,1,1,1,0,0,0,0,0,,
3.000635000000242,1000,,,,0,0.064453125,-0.9921875,0.0002753539807191536,-0.0029704564664016424,15.929067040546748,0,0,0,0.30670953091863634,0,0,0,0,0.07350800949671592,0.022955155120740978,0.10678273129831205,0.060546875,0.016022458111138588,0,1,1,1,0,0,0,0,0,,
3.108979999999981,1000,,,,0,0.064453125,-0.9921875,0.0002952972280211869,-0.0024818997533991856,15.928069848678264,0,0,0,0.31791275612642805,0,0,0,0,0.07372353472032626,0.02301013950643672,0.10732324197732315,0.060546875,0.01538918420266308,0,1,1,1,0,0,0,0,0,,
3.216290000000037,1000,,,,0,0.064453125,-0.9921875,0.00025894521910105767,-0.0024818997533991856,15.927519000459847,0,0,0,0.28949817093684016,0,0,0,0,0.07350374102741926,0.023053990067227963,0.10732324197732315,0.05859375,0.014593376214979336,0,1,1,1,0,0,0,0,0,,
3.326060000000056,1000,,,,0,0.064453125,-0.9921875,0.0001968746084473114,-0.002439498420121308,15.929417622014315,0,0,0,0.26989971883674535,0,0,0,0,0.07365047203886199,0.02356345799162224,0.10737015234173132,0.05859375,0.013879103924195856,0,1,1,1,0,0,0,0,0,,
3.442875,1000,,,,0,0.064453125,-0.990234375,0.0001968746084473114,-0.002430224527994935,15.929802315098186,0,0,0,0.3083120861143964,0,0,0,0,0.07365047203886199,0.02356345799162224,0.1073804124355892,0.05859375,0.012748775065470404,0,1,1,1,0,0,0,0,0,,
3.645959999999963,1000,,,,0,0.064453125,-0.9921875,0.00014117253175050686,-0.0024242185077175335,15.92983621801817,0,0,0,0.26804094720333704,0,0,0,0,0.07355109174158522,0.02382829617027543,0.10738705714645264,0.05859375,0.011507412492149248,0,1,1,1,0,0,0,0,0,,
3.952489999999758,1000,,,,0,0.064453125,-0.9921875,0.0000019153998792370964,-0.003333895500800192,15.930016719282634,0,0,0,0.26884761919118594,0,0,0,0,0.07239151214906515,0.02373187684638796,0.10638064352828705,0.05859375,0.011120914716575466,0,1,1,1,0,0,0,0,0,,
4.068329999999609,1000,,,,0,0.064453125,-0.9921875,-0.000017138528062033863,-0.0033600087091260897,15.929669742881805,0,0,0,0.25342682815736234,0,0,0,0,0.07165590918254057,0.023238371592203586,0.10635175339621487,0.05859375,0,1,1,1,1,0,0,0,0,0,,
4.176615000000224,1000,,,,0,0.064453125,-0.9921875,-0.000008806829116844503,-0.0033638187107036524,15.929346492601411,0,0,0,0.2252224307388287,0,0,0,0,0.07162994356863839,0.023164766173230038,0.10634753823247868,0.05859375,0,0,1,1,1,0,0,0,0,0,,
4.285254999999888,1000,,,,0,0.064453125,-0.990234375,0.00015235274848228854,-0.0033638187107036524,15.930715757548116,0,0,0,0.23908416540242175,0,0,0,0,0.07236195062795275,0.022768557313750198,0.10634753823247868,0.05859375,0,0,1,1,1,0,0,0,0,0,,
4.38998499999987,1000,,,,0,0.06640625,-0.9921875,0.00016960148742144329,-0.003912307004891272,15.929965936930913,0,0,0,0.2587067522499338,0,0,0,0,0.07274632986869331,0.022980928288983866,0.10574072274426431,0.05859375,0,0,1,1,1,0,0,0,0,0,,
4.505390000000131,1000,,,,0,0.064453125,-0.9921875,0.00016960148742144329,-0.0040231574030700976,15.930819046950917,0,0,0,0.2443671955087305,0,0,0,0,0.07274632986869331,0.022980928288983866,0.10561808432298447,0.05859375,0,0,1,1,1,0,0,0,0,0,,
4.609645000000018,1000,,,,0,0.064453125,-0.9921875,0.00015310084901764228,-0.0036065104084893407,15.930129446927658,0,0,0,0.27344233059128464,0,0,0,0,0.07283211857905757,0.02315531033346824,0.10607903827972122,0.05859375,0,0,1,1,1,0,0,0,0,0,,
4.743909999999683,1000,,,,0,0.064453125,-0.9921875,0.0001712921164093029,-0.0036065104084893407,15.927578445325665,0,0,0,0.320559723562165,0,0,0,0,0.0728502260598098,0.023056873947498866,0.10607903827972122,0.05859375,0,0,1,1,1,0,0,0,0,0,,
5.131445000000298,1000,,,,0,0.064453125,-0.990234375,0.00019814482207330874,-0.002915450170265034,15.927816457993371,0,0,0,0.2884133976191787,0,0,0,0,0.07291125257673547,0.022940121999451057,0.1068435870591345,0.05859375,0,0,1,1,1,0,0,0,0,0,,
5.257165000000037,1000,,,,0,0.064453125,-0.9921875,0.0001740776408478238,-0.00318466219040918,15.92833706384635,0,0,0,0.3137960998875874,0,0,0,0,0.07285177645787763,0.023040783370136098,0.10654574656706182,0.05859375,0,1,1,1,1,0,0,0,0,0,,
5.360469999999739,1000,,,,0,0.06640625,-0.9921875,0.00014135601078043655,-0.003463827725742456,15.928769281132665,0,0,0,0.3929572140541602,0,0,0,0,0.07279183899430378,0.0231950632822111,0.10623689408577634,0.05859375,0,0,1,1,1,0,0,0,0,0,,
5.474185000000056,1000,,,,0,0.06640625,-0.9921875,0.00023860201354466526,-0.003463827725742456,15.930500641193852,0,0,0,0.3224372563087838,0,0,0,0,0.07319124734369245,0.0229207738363482,0.10623689408577634,0.05859375,0,0,1,1,1,0,0,0,0,0,,
5.574754999999889,1000,,,,0,0.064453125,-0.990234375,0.000297013378185879,-0.003665352714901178,15.930231063151236,0,0,0,0.36640659532022835,0,0,0,0,0.07341985249590488,0.02274661146821449,0.106013938580655,0.05859375,0,0,1,1,1,0,0,0,0,0,,
5.687540000000038,1000,,,,0,0.06640625,-0.990234375,0.000297013378185879,-0.0026100308571554783,15.93007748746403,0,0,0,0.31388209656011223,0,0,0,0,0.07341985249590488,0.02274661146821449,0.10718148519034107,0.05859375,0,0,1,1,1,0,0,0,0,0,,
5.795424999999813,1000,,,,0,0.064453125,-0.9921875,0.00019934857148729386,-0.001947544389977517,15.929333894281609,0,0,0,0.3469583282788814,0,0,0,0,0.07313538009312613,0.023119199898418576,0.10791442161446554,0.05859375,0,0,1,1,1,0,0,0,0,0,,
5.903259999999777,1000,,,,0,0.06640625,-0.9921875,0.00012947555540812419,-0.001947544389977517,15.928133484323833,0,0,0,0.31152779736226954,0,0,0,0,0.07264110339610379,0.02314370636471426,0.10791442161446554,0.05859375,0,0,1,1,1,0,0,0,0,0,,
