Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Left Load Cell (mV),Right Load Cell (mV),Thrust Load Cell (mV),Vibration (g),Burst Current Cutoff (A),Pin State ESC,Pin State Servo1,Pin State Servo2,Pin State Servo3,Debug 0,Debug 1,Debug 2,Debug 3,Debug 3,App message,
0,1000,,,,-0.00390625,0.068359375,-0.990234375,0.0035160900188615607,-0.004666644734300239,15.809266642961147,0.037112477067337266,0,0,0.8268505993225096,0,0,0,0,0.0840586629286076,0.011516949748214605,0.10490616743579087,0.06640625,0,0,1,1,1,0,0,0,0,0,,
0.11380499999970198,1000,,,,-0.001953125,0.068359375,-0.9921875,0.0035944425089807436,-0.004782379107546986,15.808968429218503,0.019483020738749468,0,0,0.5680165388715765,0,0,0,0,0.08493830818102892,0.01176035692877518,0.10477812566908566,0.064453125,0,0,1,1,1,0,0,0,0,0,,
0.22755500000016765,1000,,,,0,0.064453125,-0.9921875,0.0035693214408382243,-0.004782379107546986,15.80878000210575,0,0,0,0.5127994335978416,0,0,0,0,0.08476054081324796,0.011769115377629952,0.10477812566908566,0.064453125,0,0,1,1,1,0,0,0,0,0,,
0.3328450000002049,1000,,,,0,0.064453125,-0.990234375,0.003660406465085193,-0.004397410937515639,15.808245817975145,0,0,0,0.4003466821460534,0,0,0,0,0.08501118683349802,0.011409423007303144,0.10520403202026962,0.0625,0,0,1,1,1,0,0,0,0,0,,
0.44289500000001863,1000,,,,0,0.064453125,-0.9921875,0.003660406465085193,-0.004319362822742028,15.808554273236062,0,0,0,0.3561699782697173,0,0,0,0,0.08501118683349802,0.011409423007303144,0.10529037990658269,0.0625,0,0,1,1,1,0,0,0,0,0,,
0.5523150000004098,1000,,,,0,0.06640625,-0.9921875,0.0036150974407670533,-0.0045932950658142966,15.809045666876347,0,0,0,0.37136953397173733,0,0,0,0,0.08469385997721846,0.011427966505616236,0.10498731723491025,0.0625,0,0,1,1,1,0,0,0,0,0,,
0.6601100000003353,1000,,,,0,0.064453125,-0.990234375,0.003625306713909728,-0.0045932950658142966,15.81005445528569,0,0,0,0.3270286386154384,0,0,0,0,0.08485624957910336,0.011499453492320214,0.10498731723491025,0.060546875,0,0,1,1,1,0,0,0,0,0,,
0.7711850000000559,1000,,,,0,0.064453125,-0.9921875,0.003625306713909728,-0.00489681797119654,15.811037419033347,0,0,0,0.32554206015516796,0,0,0,0,0.08485624957910336,0.011499453492320214,0.1046515171787093,0.060546875,0,0,1,1,1,0,0,0,0,0,,
0.960625,1000,,,,-0.001953125,0.06640625,-0.9921875,0.0034879983013970336,-0.0048883839379148175,15.811220213914492,0,0,0,0.2702293352036666,0,0,0,0,0.08401076290280464,0.011652360944470162,0.10466084810168012,0.060546875,0,1,1,1,1,0,0,0,0,0,,
1.2975249999999068,1000,,,,-0.001953125,0.068359375,-0.9921875,0.0035216431321367847,-0.0048707444523396195,15.809972794899089,0,0,0,0.3247406816191067,0,0,0,0,0.0846546161958604,0.011978438070945509,0.10468036340066571,0.060546875,0,0,1,1,1,0,0,0,0,0,,
